2022.01.31,5.34021895
2022.02.28,5.344486734
2022.03.31,5.349211781
2022.04.30,5.353784407
2022.05.31,5.358509454
2022.06.30,5.36308208
2022.07.31,5.367807126
2022.08.31,5.372532173
2022.09.30,5.377104799
2022.10.31,5.381829846
2022.11.30,5.386402472
2022.12.31,5.391127518
2023.01.31,5.395852565
2023.02.28,5.400120349
2023.03.31,5.404845396
2023.04.30,5.409418022
2023.05.31,5.414143069
2023.06.30,5.418715694
2023.07.31,5.423440741
2023.08.31,5.428165788
2023.09.30,5.432738414
2023.10.31,5.437463461
2023.11.30,5.442036087
2023.12.31,5.446761133
2024.01.31,5.45148618
2024.02.29,5.455906385
2024.03.31,5.460631432
2024.04.30,5.465204058
2024.05.31,5.469929104
2024.06.30,5.47450173
2024.07.31,5.479226777
2024.08.31,5.483951824
2024.09.30,5.48852445
2024.10.31,5.493249496
2024.11.30,5.497822122
2024.12.31,5.502547169
2025.01.31,5.507272216
2025.02.28,5.51154
2025.03.31,5.516265047
2025.04.30,5.520837673
2025.05.31,5.525562719
2025.06.30,5.530135345
2025.07.31,5.534860392
2025.08.31,5.539585439
2025.09.30,5.544158065
2025.10.31,5.548883111
2025.11.30,5.553455737
2025.12.31,5.558180784
2026.01.31,5.562905831
2026.02.28,5.567173615
2026.03.31,5.571898662
2026.04.30,5.576471288
2026.05.31,5.581196334
2026.06.30,5.58576896
2026.07.31,5.590494007
2026.08.31,5.595219054
2026.09.30,5.59979168
2026.10.31,5.604516726
2026.11.30,5.609089352
2026.12.31,5.613814399
2027.01.31,5.618539446
2027.02.28,5.62280723
2027.03.31,5.627532277
2027.04.30,5.632104903
2027.05.31,5.636829949
2027.06.30,5.641402575
2027.07.31,5.646127622
2027.08.31,5.650852669
2027.09.30,5.655425295
2027.10.31,5.660150341
2027.11.30,5.664722967
2027.12.31,5.669448014
2028.01.31,5.674173061
2028.02.29,5.678593266
2028.03.31,5.683318312
2028.04.30,5.687890938
2028.05.31,5.692615985
2028.06.30,5.697188611
2028.07.31,5.701913658
2028.08.31,5.706638704
2028.09.30,5.71121133
2028.10.31,5.715936377
2028.11.30,5.720509003
2028.12.31,5.72523405
2029.01.31,5.729959096
2029.02.28,5.734226881
2029.03.31,5.738951927
2029.04.30,5.743524553
2029.05.31,5.7482496
2029.06.30,5.752822226
2029.07.31,5.757547273
2029.08.31,5.762272319
2029.09.30,5.766844945
2029.10.31,5.771569992
2029.11.30,5.776142618
2029.12.31,5.780867665
2030.01.31,5.785592711
2030.02.28,5.789860496
2030.03.31,5.794585542
2030.04.30,5.799158168
2030.05.31,5.803883215
2030.06.30,5.808455841
2030.07.31,5.813180888
2030.08.31,5.817905934
2030.09.30,5.82247856
2030.10.31,5.827203607
2030.11.30,5.831776233
2030.12.31,5.83650128
2031.01.31,5.841226326
2031.02.28,5.845494111
2031.03.31,5.850219157
2031.04.30,5.854791783
2031.05.31,5.85951683
2031.06.30,5.864089456
2031.07.31,5.868814503
2031.08.31,5.873539549
2031.09.30,5.878112175
2031.10.31,5.882837222
2031.11.30,5.887409848
2031.12.31,5.892134895
2032.01.31,5.896859941
2032.02.29,5.901280146
2032.03.31,5.906005193
2032.04.30,5.910577819
2032.05.31,5.915302866
